word,origin,mgtow,trp,incels,health,criticism,mra,pua
subhumanity,ours,-0.10723109,-0.10687782,0.6946989,0.01584542,-0.0371986,-0.16155139,-0.13058287
gymmaxxed,ours,0.10013056,0.13890724,0.6552282,0.1366859,0.08821808,0.09917591,0.14404207
coochie,prior,0.4803246,0.25824514,0.59294885,0.19098423,0.14316778,0.1614985,0.08599182
oblige,prior,0.16540977,0.24603888,0.06518111,0.040384322,0.15860052,0.058104843,0.18151827
yankee,prior,0.19484651,0.09843286,0.2900275,0.100848906,0.24883336,0.1007641,0.0055122077
trpers,ours,0.11442982,0.8633563,0.16428103,-0.074058704,1.7734668,0.2239061,0.56423753
chadsexual,ours,-0.03956729,0.0027460344,0.4840324,0.011191343,0.076629415,-0.03502817,-0.01822118
amalt,prior,0.26114732,0.4681791,0.014951987,-0.12700203,0.5396982,0.14928272,0.11284652
inceltear,ours,-0.066336274,-0.11696701,0.43634677,-0.07619565,0.085490525,-0.074154615,-0.06800423
shittests,prior,-0.07088018,0.6623533,-0.06921371,-0.048156343,0.12125464,-0.14756127,0.6043334
bomb,prior,0.45821196,0.53543925,0.12805423,-0.23919758,0.14501406,0.033483073,0.06675249
mmslp,ours,-0.014621143,0.49341613,-0.005360959,0.040991504,0.21451284,0.046369493,0.12670621
punch,prior,0.6578738,0.4705801,0.2741894,0.2382528,0.16062714,0.5378466,-0.06615951
infiltrate,prior,0.38586718,0.020090148,-0.0067756604,-0.29225755,0.18722768,0.14504102,-0.10585915
lolita,prior,0.048193313,0.17237711,0.17039686,0.06641946,0.36067626,0.00030211516,0.044828597
blooper,prior,0.2698477,0.60778576,0.20494479,0.13393925,0.5509142,0.11620312,0.22770344
abused,prior,1.0995232,0.37974286,0.62518877,0.6477316,1.2448595,1.9270515,-0.56175166
lesbcel,ours,0.061424367,0.09872698,0.23212075,0.12370346,0.11120084,0.070061736,0.11022881
looksism,ours,-0.028547175,-0.023155613,0.32401323,-0.0041773524,0.12113017,-0.01877835,-0.03127461
terachad,ours,0.048556365,0.12354597,0.37121883,0.122906186,0.107011005,0.009043677,0.055176847
gaycels,ours,-0.1397916,-0.10456613,0.8246777,-0.08161704,-0.07791248,-0.15958653,-0.030401362
hambeast,ours,0.6147733,0.41299272,0.6564555,-0.087883964,0.17356813,0.14823018,0.12994446
bluepill,prior,0.8831706,1.4766295,0.8611922,-0.38485742,0.9493166,-0.2941903,0.2754609
looksmatching,ours,-0.07877684,-0.030759346,0.88345915,-0.059599,0.10428568,-0.05959245,0.13676044
chincel,ours,-0.11481641,-0.0843953,0.47196615,-0.113571525,0.00064827036,-0.14856581,-0.033970434
escortceling,ours,-0.007764432,-0.03400612,0.47644082,0.06315703,0.1258357,-0.034085236,-0.0044452655
thotaudit,ours,0.15999979,0.15664051,0.13065302,0.1697623,0.15236607,0.12547006,0.16917533
kissless,prior,-0.24000582,0.34692222,1.5216488,0.06534537,0.17692773,-0.27791443,0.8798159
gymmaxx,ours,0.09763575,0.13617904,0.9573468,0.13444336,0.09886404,0.10011068,0.14098322
dogcel,ours,-0.052575976,-0.064057,1.3013765,-0.042095132,0.08802366,-0.10548922,-0.03028121
parasite,prior,0.8323175,0.020147897,-0.12563662,-0.01928998,0.04130621,0.11171469,-0.73776567
slit,prior,-0.2101033,-0.30509183,0.20566802,0.5377832,0.13996947,-0.21086612,-0.37151334
chadlike,ours,0.019465836,0.065125085,0.23585317,0.0877158,0.07137667,0.032248095,0.061299168
ldaring,ours,-0.26535115,-0.30453366,1.2044353,-0.23534468,-0.2616912,-0.38082016,-0.43625918
jbw,prior,0.079962134,-0.0053828727,1.7280579,0.0027936434,-0.05881535,-0.10395223,0.017888214
truefemcels,ours,0.03498717,0.07574681,0.6904135,0.071741275,0.040212765,0.046928804,0.13813391
hypergamous,ours,0.9467144,1.2066418,0.7836687,-0.60240704,0.8847585,-0.23920135,0.0765669
thundercock,ours,0.5851814,0.7980204,0.14181976,-0.43673024,0.31110495,-0.17446508,0.37715185
lanklet,prior,-0.20079167,-0.022729365,0.6878769,-0.17175555,0.034413956,-0.23190258,-0.1552845
normfags,ours,-0.09787147,-0.10765101,0.34585905,-0.058997937,0.006604865,-0.13191758,-0.0839969
asiancels,ours,0.0045973724,0.031584054,0.53524846,0.037729267,0.04677013,-0.0069624195,0.017762553
bf,prior,1.0308796,1.77102,1.7704706,0.9521902,0.43597707,0.16565815,1.873493
ldars,ours,0.05319537,0.105048776,0.3676858,0.08895436,0.11165182,0.02242548,0.059813287
betabuxxing,ours,-0.06747508,-0.12489531,0.9762105,-0.1741442,-0.05371781,-0.26973146,-0.20527342
uggocel,ours,0.038708534,0.07599283,1.0001123,0.1062293,0.07830633,0.07098246,0.115555175
rmv,prior,0.15909903,0.72427547,0.02538369,-0.06451996,0.61106193,0.016372452,0.2624969
gun,prior,0.48513275,0.14643009,0.15942216,0.7226948,0.26194885,0.78000283,-0.16589044
inkel,ours,0.111401126,0.1564725,1.2330791,0.16782491,0.14959823,0.12269001,0.16915287
horseface,prior,0.23234245,0.100728825,0.10314903,0.09422386,0.0607806,0.058014393,0.10695377
shitskin,prior,0.003836576,-0.032888755,0.5946633,0.06669121,0.044083375,-0.039663218,-0.11647253
cuckery,ours,0.9416617,0.007004071,0.54532886,-0.46945792,-0.23795491,-0.12649131,-0.41472933
nosecel,ours,-0.12232397,-0.14035295,0.55027163,-0.06897277,-0.14902174,-0.14875773,-0.10593716
lazycel,ours,-0.03805249,-0.015052667,0.38846627,0.013867469,-0.014474198,-0.035318922,0.009190758
inceldom,ours,0.35545713,0.100227825,2.3152516,0.12100238,0.96849084,0.010800283,0.45100883
wanker,prior,0.14920062,0.4235228,0.13626075,-0.03589369,0.54538155,0.19873945,0.36266756
nawalts,ours,0.82339245,0.11020301,-0.01326835,-0.2923888,0.16941074,-0.105471805,-0.3237026
stacies,prior,-0.019036725,-0.08221528,2.0500677,-0.15438905,0.44198194,-0.1771241,-0.09491442
ec,prior,0.079271935,1.018772,-0.042917065,0.030524459,0.56943315,0.15853098,0.4353241
mogger,ours,-0.010915589,0.025787013,0.5109681,0.051929988,0.041962,6.96E-05,0.03308204
iod,prior,-0.013707048,0.36313045,0.022666119,0.051502064,-0.012229331,0.042955764,0.6094607
chadlet,prior,-0.16193241,-0.16073835,0.65380806,-0.020898176,-0.12779938,-0.17710194,-0.10774094
kike,prior,0.16520768,0.08924457,0.46032205,0.11542122,0.22234239,0.22872873,0.07103593
conquer,prior,0.26072675,0.81830275,0.12766644,-0.012664101,-0.1726273,-0.055235162,0.3481805
pound,prior,0.3636894,0.55166817,0.020385526,-0.8550917,-0.23651354,0.24459893,-0.15131277
gymmax,ours,0.06458525,0.10292226,0.6426668,0.10295156,0.0693808,0.067742914,0.11090178
looksmaxxed,ours,-0.2936551,-0.14132082,1.0166596,-0.22091666,-0.17232017,-0.2549119,-0.037285104
racepill,ours,-0.21772937,-0.2630922,0.7507061,-0.20561513,-0.13315068,-0.17272131,-0.2005499
kinoing,ours,0.03853242,0.45883363,0.10042474,0.096047364,0.08771949,0.028692562,0.7673925
dickcel,ours,-0.2195228,-0.11556578,0.95068216,-0.12589404,-0.17147996,-0.350682,-0.1634972
slap,prior,0.72863555,0.4051074,-0.07026992,-0.23186104,0.19608647,0.89808095,0.012698958
feminazis,prior,0.58709294,-0.21005046,-0.1643319,-0.71859103,0.4511066,0.6016084,-0.7283745
wymyns,ours,0.25916582,0.051403157,0.068437956,0.06968941,0.20920083,0.16692959,0.066205546
fb,prior,0.9834771,0.8115285,0.6164445,-0.006595893,0.2698679,0.25865993,1.0666744
autismcels,ours,0.04449817,0.026030416,0.39489874,0.041472476,0.18375376,0.0045014713,0.06544702
fucktard,prior,-0.023459947,-0.08504978,0.25020555,-0.27017298,0.069585845,-0.17106746,-0.23292638
nct,prior,-0.15633628,-0.11314366,0.78752244,-0.074117996,-0.24719101,-0.22019044,-0.0272969
incelhalla,ours,0.065909795,0.030071186,0.7771294,0.070119224,-0.035148006,-0.06096635,0.021422008
aoc,prior,0.046441134,0.0902068,0.14870626,-0.06334608,0.34103018,0.5895969,0.09676803
blackpills,ours,-0.18124455,-0.27678034,1.6295453,-0.16050172,0.098633386,-0.44199148,-0.31628653
dht,prior,0.11248538,0.5410523,0.41569042,-0.009206511,-0.02551418,0.009905845,0.024010878
weebcel,ours,-0.04278894,-0.00465116,0.56259626,0.035172775,0.11718238,-0.021011215,-0.0015896196
suppress,prior,0.20647979,0.3750676,0.44747117,0.38863042,0.3166019,0.4132064,0.23378035
fugly,prior,0.37311628,0.1281349,0.5828295,-0.29413924,0.06469255,-0.264074,0.08429283
intimidate,prior,-0.07092102,0.13875519,0.1403694,-0.3006761,0.12604596,0.1453883,0.12752116
destroy,prior,1.1449828,0.45567545,0.1158496,0.5116172,0.37233734,0.8917377,-0.5248177
blackcels,ours,-0.23736642,-0.21262646,1.0284452,-0.26094615,-0.05306406,-0.2578698,-0.24623536
trper,ours,0.005934622,0.47427133,0.04512814,-0.0798089,0.71437126,-0.03755849,0.2090664
hamster,prior,1.2620441,1.9047824,-0.14771271,-0.23298332,0.9357013,0.20353141,0.88690466
oneitis,prior,1.1526756,3.2160378,1.103806,0.18774,1.2561427,-0.15736493,2.4423494
co,prior,0.49122944,0.7521545,0.3525059,0.4790691,0.49750307,0.17693451,0.6265202
ldar,prior,0.091761015,-0.12615621,2.140667,-0.0115482835,0.27094075,-0.32348365,-0.24282916
destroyed,prior,1.2862998,0.43090242,0.5489812,0.40315244,0.52185786,0.7211599,-0.7649588
weapon,prior,0.51953125,0.18792804,-0.04200169,-0.3231421,0.17952153,0.78485054,-0.0744077
rostie,ours,0.07459962,0.011560444,0.46750176,0.051768947,0.24509466,0.077931985,0.13750438
banging,prior,1.145659,1.8042378,0.7123746,-0.58445084,0.7041742,-0.33799434,1.5706289
peacocking,ours,-0.0005564047,0.29644057,-0.05757352,-0.25022328,0.100738734,-0.32812414,0.49285334
braincels,ours,0.1525363,-0.087574385,2.7178028,-0.19097266,1.5525923,-0.020121772,-0.02052173
framemogs,ours,-0.07176418,0.04169904,0.6073368,-0.013148736,0.06724256,-0.03450157,0.0019323821
hurt,prior,1.7403138,1.9120958,1.7798219,2.7317452,1.9029629,1.803576,1.7818079
facecels,ours,-0.057523955,-0.032720968,0.37481755,-0.016455602,0.10655879,-0.044499304,-0.0013799557
at,prior,-0.25823352,-0.27797893,-0.17165875,-0.06302399,-0.101371706,-0.034510344,0.00082769245
cuckcels,ours,0.0014302282,-0.05514214,0.71278155,-0.01597578,0.11485116,-0.023788366,-0.018786963
brocel,ours,-0.07000239,-0.018570304,0.4927008,0.03377121,0.109630674,-0.113775894,-0.034134723
statusmax,prior,0.0955929,0.17814834,0.65896785,0.10406387,0.14849642,0.062395316,0.108504
btfo,prior,0.057192855,-0.13094227,1.1028123,-0.30429527,-0.08053496,-0.22231472,-0.3059732
gynocentrist,ours,0.27227896,0.06888465,0.08289058,0.08138459,0.2787603,0.21574116,0.052185614
fuckup,prior,-0.17081581,0.10882247,-0.023577318,0.0944448,-0.059273023,-0.35374942,0.0620139
poon,prior,0.19002667,0.459572,0.19076234,-0.36287895,-0.16745585,-0.1735903,0.33867118
trapmaxxing,ours,0.11033998,0.15221797,0.63691485,0.1579667,0.14262381,0.13048926,0.16908793
ho,prior,0.93982244,0.6033495,0.11202943,-0.5249666,0.20893614,-0.021948908,0.22919692
dipshit,prior,0.42046487,0.26666978,0.543793,-0.10704474,0.36149654,0.059607815,-0.12111972
inzels,ours,0.10105833,0.13337304,0.38072622,0.1392991,0.12807317,0.09272263,0.13970482
compel,prior,0.16216536,0.1106801,0.12992315,-0.070725046,0.30809307,0.23293266,0.038559884
femcel,ours,-0.03942263,-0.36214632,1.6813817,-0.26428145,0.16600859,-0.29962382,-0.272433
ab,prior,0.23984858,0.6893262,0.28166306,0.04052107,0.18087569,0.22326617,0.37805194
molest,prior,0.18144916,-0.10016233,0.1395713,-0.16012606,0.2904638,0.466329,-0.097752355
hypergamy,prior,2.1275496,2.206949,1.3319888,-0.5855101,1.8896934,0.87539554,0.96270615
blackpiller,ours,-0.104371466,-0.07982966,0.08170834,-0.08360073,0.07044336,-0.1539733,-0.0887343
dumb,prior,2.085793,1.8172122,1.9836584,1.6023399,2.1074073,1.9097419,1.6227133
theredpill,ours,0.4809435,1.2771298,0.23818946,-0.16264999,0.82099235,0.09219589,0.5987647
ricel,ours,0.03834938,0.07083334,0.29561695,0.09078148,0.068731025,0.05367602,0.061839595
ltr,prior,1.4634409,3.2729712,0.80349207,0.20437661,1.2373155,0.34551656,2.4561105
lmr,prior,-0.23412861,1.4106363,-0.20843798,-0.24424867,0.5339733,-0.23139025,1.2855927
sluts,prior,1.7366797,1.6094525,1.536173,-0.69530815,1.6752648,0.44115868,1.1218631
femsplaining,ours,0.12836419,0.056097247,0.029085845,0.024004154,0.2696378,0.38057205,0.09726599
smp,prior,0.14043164,1.1611717,0.021986164,-0.19087414,0.44864503,-0.09685014,0.38036814
reeee,prior,0.35572675,-0.16938084,0.9297088,-0.16434996,0.43767628,0.09757261,-0.34279865
assault,prior,1.0788399,0.3390976,0.28372264,-0.14725605,1.0225791,2.171819,0.04634224
foreveralone,prior,0.10671286,-0.19448283,1.4545275,0.23622362,0.98923516,-0.063200966,0.3772934
poetcel,ours,-0.008640529,0.032379884,0.40942004,0.048154667,0.038348842,-0.0031286436,0.02648397
trucel,ours,-0.22876333,-0.19348305,1.2537398,-0.1780673,-0.2867818,-0.31651655,-0.13097116
pussypass,ours,0.45848593,-0.4067682,-0.2977679,-0.46215338,0.1920164,0.70420694,-0.3554932
ngl,prior,-0.17730919,-0.103633516,0.9777676,0.12915687,0.14800368,-0.2672098,-0.046972398
ons,prior,0.30237332,1.617716,0.42077252,-0.37539613,0.4737889,-0.18399574,1.2516983
poorcel,ours,-0.14609969,-0.16578865,0.6842542,-0.19391659,-0.2843167,-0.29956734,-0.19416335
wizard,prior,0.17414144,0.035811573,0.6296181,0.071440436,0.1423517,-0.025602613,0.12088922
simps,prior,2.5760293,0.6736161,0.72575027,-0.6844808,0.60646003,0.3104588,-0.13401563
douche,prior,0.2781995,0.4720889,0.42158562,-0.11703849,0.65038764,0.10761024,0.6469805
butterface,prior,0.041063424,0.19111864,0.14097814,-0.19090651,0.036000937,-0.09656033,0.1379834
asswipe,prior,0.18360285,0.10632842,0.24247533,-0.0035474878,0.22207363,0.11099457,0.21084866
dickless,prior,0.10919121,0.03741346,0.23139517,0.018847175,0.19435385,0.20334989,0.022743504
mghow,ours,0.5564453,-0.04229916,-0.1426612,-0.13892736,-0.06292782,-0.012704893,-0.21652272
twats,prior,0.45162937,-0.06556923,0.36951983,0.017473824,0.36540318,0.47967064,-0.03302108
slay,prior,-0.10851887,0.70545495,1.1635923,-0.8575627,-0.30191043,-0.46282002,0.1955029
hoodrat,prior,0.2683682,0.14774327,0.07845137,-0.033441324,0.114057675,0.06986674,0.16967212
terper,prior,0.10222491,0.23228642,0.11367829,0.07685923,1.3874114,0.16851962,0.06283886
birdcel,prior,-0.0015712661,0.03131378,0.7001065,0.046341352,0.04432394,-0.0047858637,0.04521786
mayocel,ours,0.10258526,0.13088173,0.6433463,0.13081539,0.06862527,0.09566372,0.124463975
ethnicel,prior,-0.20900682,-0.23954976,0.73862046,-0.19964841,-0.16815332,-0.21853973,-0.14387563
fuckit,prior,0.18080957,0.24205595,0.058363017,0.13787094,0.30717757,0.09956153,0.5641806
pedocels,ours,0.04762233,0.08524048,0.3673563,0.11510519,0.09272371,0.06166854,0.09412526
mogging,ours,-0.078948796,-0.0925852,1.3716753,-0.21759464,-0.116792895,-0.25532424,-0.09355297
altrightcels,ours,0.02320841,-0.0259401,0.75702757,0.05233911,0.050097883,0.05244266,-0.0072277426
cock,prior,1.526658,1.2916424,1.21269,-0.6544886,1.0604906,0.37446487,0.6375579
wk,prior,0.2646863,0.40408504,0.040484127,-0.038061593,0.0772347,-0.10067704,0.13240828
incelism,ours,-0.101758786,-0.05776342,0.42372555,-0.07003213,0.12577723,-0.045882646,-0.056506634
cutecel,ours,-0.16515096,-0.08205348,0.7885553,-0.13273151,-0.1710228,-0.16805439,-0.10913137
menace,prior,0.30416363,0.069894776,0.18344505,0.064439245,0.23947188,0.18702936,0.07058394
wagecel,prior,0.058560695,0.017067604,0.6443787,0.102917835,0.118472956,0.16617078,-0.04752089
extort,prior,0.437109,-0.06926118,-0.024263475,-0.15336029,0.13013205,0.2748225,-0.08899542
shittesting,ours,0.24308762,0.39438456,0.12889744,0.11159221,0.17815977,0.022368316,0.45214263
facemog,ours,-0.038429696,0.060645264,0.37251693,0.027816558,-0.00027368538,-0.012282129,0.08822285
incels,ours,1.6108117,1.1570548,2.5999494,0.15236135,2.4449477,1.4371325,1.0697042
bid,prior,0.4055648,0.43856367,0.40793845,0.2517623,0.44338316,0.3395872,0.43252635
gangbanged,prior,0.14600168,0.25267965,0.22310363,-0.30626872,-0.06075675,-0.19954279,-0.11411418
blackpillers,ours,-0.08826447,-0.030770931,0.36373016,-0.1265709,0.29476225,-0.17590536,-0.08910655
uglycels,ours,-0.07655953,-0.09508506,0.3548488,-0.0733406,0.046642203,-0.080124885,-0.03169807
malecels,ours,-0.040103443,0.027352776,0.8814135,0.042880755,0.16682477,-0.022494592,0.029037913
tbp,prior,0.091270536,0.42021284,0.12996458,0.022936031,1.2188835,0.06691745,0.10485526
nutsack,prior,0.039492182,0.11557692,0.1798691,0.062971175,0.38409397,0.1254414,0.10678387
titty,prior,0.4144758,-0.012019224,0.14152783,-0.42259035,0.15094918,0.0011689663,-0.15403764
rsdmax,ours,-0.034239974,0.4074841,0.013442638,-0.025836289,0.00013104035,-0.007450076,1.1642425
roidcel,ours,-0.083183244,0.06497208,0.3315477,-0.003450835,0.035049252,-0.0644967,0.088809684
hate,prior,0.62709093,0.51611215,0.77943784,1.0620426,0.9576525,0.8803498,0.6571791
slut,prior,1.6692706,1.8043545,1.3500569,-0.64374495,1.6097152,1.0671694,1.3045441
trapmaxx,ours,0.08390728,0.120523304,0.48395592,0.12129096,0.14370824,0.08540291,0.13120389
boobies,prior,0.30853513,0.36655992,0.21114287,0.11027967,0.29417643,0.23220664,0.22080074
incel,prior,1.3166175,0.90682644,2.2687783,-0.16629262,1.9950559,0.9694943,0.8870238
tradcuck,ours,0.8218852,-0.06335576,-0.07088857,-0.27966523,0.33375025,0.048646804,-0.30515462
cuckcel,ours,-0.078341365,-0.016586367,0.68831587,-0.078165546,-0.10131015,-0.11637388,-0.08983233
blackpillscience,ours,-0.014715487,-0.011663722,0.48179737,0.012301042,0.36034447,-0.018636834,0.019903628
tallfags,prior,-0.050555296,-0.007549486,0.7261008,0.0012199308,0.025827143,-0.07366673,-0.018536486
oneities,ours,0.0725093,0.47937706,0.077979594,0.09823123,0.060202487,0.051741343,0.53622866
retardcels,ours,-0.044520784,-0.009484544,0.41487586,0.0017740894,0.016164787,-0.048239734,0.01134172
dickcels,ours,-0.24407439,-0.20691206,0.8936732,-0.2429457,-0.23711565,-0.29777646,-0.1454733
autismcel,ours,0.005363167,-0.0037666713,0.35049015,0.00371025,0.029381465,-0.047282945,-0.025428945
chadcels,ours,-0.098809905,-0.05623901,0.43161815,-0.06462115,-0.11718493,-0.11735275,-0.06317029
beta,prior,2.3353317,2.909132,1.9181633,0.24727972,2.178786,1.3059142,2.170605
simpish,ours,0.45628113,0.25559098,0.18128921,0.22543639,0.29047284,0.2097486,0.21028717
bloop,prior,-0.08338775,0.052427534,-0.1125017,-0.19066903,0.30620298,-0.10400144,-0.06839465
wymyn,ours,1.0704956,-0.013736138,0.38828948,-0.24029873,0.12199807,0.03670267,-0.12734619
incellah,ours,-0.02695452,-0.0153926015,0.48053476,0.028070046,0.06236382,-0.028762579,0.018134527
blackpillcentral,ours,0.1115791,0.15647367,0.3111807,0.16870238,0.14942545,0.12288964,0.1691088
sandcels,ours,-0.08477742,-0.06581968,0.39450118,-0.113960296,-0.086829886,-0.08484619,-0.086620964
puss,prior,0.698788,0.7063845,0.68260324,-0.1550277,0.30074692,-0.035856802,0.40047014
purplepilldebate,ours,0.052775647,0.26678944,0.09161651,-0.01287701,0.6113831,0.21099637,0.039894354
braincel,ours,-0.2115115,-0.41191727,1.0152446,-0.36395338,-0.020487744,-0.27447894,-0.3535319
incelz,ours,0.09083566,0.11959693,0.55002785,0.11737953,0.06795186,0.082967244,0.13466854
redpiller,ours,0.1586282,0.6858846,0.30123237,-0.10901204,1.5434554,-0.008012466,0.23677011
acnecel,ours,-0.016623449,0.08251095,0.44349852,0.104228824,0.057572138,0.044031795,0.020233903
framemog,ours,-0.07255793,0.040662173,0.39727873,0.0055845436,0.063913375,-0.02983339,0.07372761
oldcels,ours,-0.09144319,-0.087048166,0.8709769,-0.07491689,-0.076728456,-0.122802734,-0.06925642
wahmyn,ours,0.75675654,0.10876338,0.06316331,0.002903041,-0.018888336,0.04254077,-0.015035277
ethnicels,ours,0.0118865,-0.061288077,0.8328496,-0.0486565,0.06079678,-0.04025936,-0.05268552
hos,prior,0.50253695,0.32539648,0.15851197,-0.12943588,0.32921726,0.2277098,0.25637263
dt,prior,0.0611459,0.17479064,0.13866173,0.096101634,0.16640025,0.12126928,0.19267672
zyzz,prior,0.13731207,0.4319926,0.920594,-0.015497159,0.054044984,-0.015308397,0.1382992
statusmaxx,ours,-0.10281606,-0.10387282,0.66253614,-0.10286391,-0.12339441,-0.15810992,-0.12019799
gymcelled,ours,-0.16484532,-0.1038835,0.7146893,-0.14002472,-0.007818751,-0.27924448,-0.16597499
lms,prior,0.19218875,0.18116309,0.6745587,-0.2565734,0.32441992,-0.036191605,0.1407579
alpha,prior,2.183968,3.0042849,1.8875833,-0.0602619,2.2399912,1.0882866,2.3762436
nazicels,ours,0.011636709,0.033767365,0.388129,0.06339827,0.119706094,0.022031853,0.03460645
stemcels,ours,-0.042135444,-0.039987687,0.82935053,-0.024602415,0.07318713,-0.0833658,-0.020956304
trannies,prior,0.5163552,-0.05738705,0.8230242,-0.34631643,0.35328364,0.05189751,-0.27661374
tallfag,prior,-0.023078157,0.00015215017,0.65407634,0.016743274,0.0065089734,-0.053692844,-0.011290754
retarded,prior,1.4894323,1.0806804,1.8835765,0.1349751,1.5828545,1.0415319,0.5657349
heightism,prior,-0.096273035,-0.14409703,0.70555633,-0.15097287,-0.057751726,-0.12076935,-0.10126625
retardcel,ours,-0.1690162,0.03267982,1.082516,-0.0947576,-0.06263675,-0.19060317,-0.2868852
hole,prior,1.0443082,0.80722696,0.9535669,1.197354,0.6405653,0.57266307,0.40507075
afc,prior,-0.026267668,0.90904295,-0.03374511,-0.121510416,0.19065137,-0.14268388,0.9697918
manletism,ours,-0.036746927,-0.037068672,0.52728635,0.024029965,-0.041555494,-0.072002955,-0.049033493
chadpreets,ours,-0.08563827,-0.08200499,0.5573788,-0.054043714,-0.117452905,-0.12863821,-0.058517437
gigastacy,ours,-0.020725882,-0.054664664,0.72450167,-0.044843823,-0.030448698,-0.09599951,0.0928982
gtow,ours,1.3439397,-0.06899962,-0.123142585,-0.2588405,0.31068394,0.16906421,-0.30298924
jock,prior,-0.04936123,0.17139731,0.6966814,-0.45067057,0.27268624,0.0012395452,0.090976
fuckfest,prior,0.114316225,0.43104273,0.28173214,0.0074026515,0.07586901,-0.025407987,0.31261414
unmoggable,ours,-0.025929734,-0.011252755,0.5139903,-0.0025805242,-0.08051035,-0.07299624,0.042839643
fucka,prior,0.26417413,0.24047747,0.17191222,0.15363117,0.2816405,0.21465787,0.28375453
wasp,prior,0.18208891,0.17355672,0.14914069,-0.06299814,0.17715998,0.09794139,0.0045551965
personalitymaxx,ours,-0.090512305,-0.04791402,0.38293573,-0.007753802,-0.004314532,-0.087429434,-0.012016825
dicklets,ours,-0.072536804,0.054260142,0.57133424,-0.1416391,0.17258933,-0.13101289,-0.056689736
faggot,prior,0.553683,1.142027,1.6170796,-0.37494048,0.77966,-0.013112795,0.039308783
wound,prior,0.25017613,0.28762743,0.18706329,0.23991193,0.084083155,0.2387874,-0.22101364
sa,prior,0.10999379,0.083494395,0.5561542,1.605147,-0.10415542,0.08582161,0.93543434
asktrp,ours,0.15869765,2.3248441,-0.13324311,-0.13629353,0.81856126,-0.06891616,1.578346
fag,prior,0.43932667,0.61137736,1.2598454,-0.46532777,0.44829896,0.052366946,0.01754165
stacy,prior,0.6098814,0.17014332,2.5847838,-0.0020397205,0.70077413,-0.096280836,0.21202269
pussy,prior,1.9648377,2.101481,1.6591519,1.0304536,1.7235603,1.464924,1.7801827
laycount,ours,0.03074237,0.2564202,0.1905124,-0.0009885111,0.07619927,-0.007014539,0.3584561
vonmagnar,ours,0.0587848,0.089215465,0.292656,0.019420996,0.022096181,0.0637058,0.008161492
heightmogging,ours,0.0107284635,0.05813885,0.33062333,0.079779826,0.11515146,0.013064595,0.081677005
amog,prior,-0.08334399,1.4607334,0.06366149,0.0064479373,0.4767159,-0.11927256,1.2127281
fuckbuddy,prior,0.080647305,0.84373504,0.27523187,0.06394943,0.25641587,-0.019137794,0.82438445
gigachad,prior,-0.08476198,-0.14737143,1.702416,-0.24174678,0.074272394,-0.35390687,-0.235376
youngcels,ours,-0.24084364,-0.19260058,0.73375493,-0.17323554,-0.1931295,-0.2768017,-0.24487306
permavirgin,prior,-0.015151387,-0.04609973,0.52167475,0.15052903,0.28667986,-0.086372435,0.06000863
chadfishing,ours,-0.014430055,0.008446982,0.9718186,0.019451756,0.110421754,-0.04635961,0.07323231
cutecels,ours,-0.08545259,-0.05915893,0.3980447,-0.013718227,0.07508332,-0.08627438,-0.0070745163
beckys,prior,-0.051927347,-0.00848926,0.75286955,0.014728063,0.13303222,0.02510804,0.10110649
looksmax,prior,-0.09475121,0.19298233,1.49627,-0.1266338,-0.0018339176,-0.2536512,0.010390542
bint,prior,0.345514,0.13861261,0.12561579,0.106108256,0.14715175,0.22917552,0.03480557
rp,prior,1.5579449,3.2859776,0.5648888,-0.032240503,2.1504986,0.745227,1.9028866
tyrone,prior,1.2709796,0.1356565,1.5689363,-1.0079745,0.23888338,-0.28694504,-0.69818604
female,prior,1.6959734,1.4346848,1.4505502,0.66951644,1.9096988,1.9461644,1.3475324
whamyn,ours,0.305495,0.18819657,0.20995718,0.13828225,0.5730095,0.30428556,0.30686563
pillers,ours,0.46838918,0.423388,-0.10647573,-0.6846647,1.2592697,-0.19334489,-0.14438663
femoids,prior,0.325701,0.058075204,2.298335,-0.050652824,1.0507957,0.027285885,-0.052473493
birds,prior,0.27779514,0.3416501,0.21011925,0.17723626,0.18986495,0.028223813,0.23122984
beat,prior,1.4558964,1.3708395,1.2298577,1.4542128,1.1663938,1.3389242,1.082088
botcel,ours,0.06612569,0.10141391,0.71024024,0.1340171,0.1497264,0.08750837,0.123120666
numales,prior,0.06678875,-0.17346855,1.524571,-0.29384616,0.055724166,-0.26045808,-0.37703204
nw,prior,0.14741333,0.16022396,0.4646545,0.13215388,0.13017596,0.05846852,0.14892295
pof,prior,0.31788152,0.09148844,0.53972065,0.004888206,0.2654411,-0.26389128,0.49516588
fakecel,prior,0.024798218,-0.07203597,2.137883,-0.05401126,0.122926176,-0.24967316,-0.1767146
af,prior,1.3029155,1.4259021,1.9592297,0.45644823,0.7683363,-0.04914413,1.112875
raped,prior,1.6625495,0.791374,0.9187864,0.010417723,1.7585857,2.2485616,-0.02156784
awalts,ours,0.66541743,0.053423196,-0.06126505,-0.021898547,0.09234259,-0.0769906,-0.17664744
nigga,prior,0.63385004,0.35635605,1.4117798,-0.4163805,-0.34048304,-0.13724603,0.10101589
sandcel,ours,-0.07591901,-0.15012267,0.5479963,-0.072947405,0.0566474,-0.10433988,-0.13487473
