word,origin,mgtow,trp,incels,health,criticism,mra,pua
twat,prior,0.6361071,0.16186586,0.09727207,-0.013403211,0.67778724,0.32839236,-0.0721305
manlets,ours,0.091896996,-0.051185504,2.273382,-0.17249195,0.22801973,-0.21816686,-0.270467
femtards,ours,0.31359568,0.1178623,0.19322984,0.07039525,0.22205678,0.18437053,0.0049127056
heightmogs,ours,0.0029338088,-0.020412283,0.5538614,0.05874486,-0.06154493,-0.00844047,0.053093635
chaddam,ours,-0.033177607,-0.031156238,0.729675,-0.09183651,0.14048874,-0.123419106,-0.050742432
wurstie,ours,0.034028515,0.06422814,0.252761,0.09390364,0.07935978,0.04520878,0.0770392
zyros,ours,-0.20950478,-0.20725878,0.5511193,-0.13376847,-0.1676306,-0.21008313,-0.16685699
jfl,prior,0.40362582,0.25460747,2.8709588,0.055382248,0.59635895,-0.021936992,0.021986198
threaten,prior,0.2153748,0.27783823,-0.08708304,-0.3417569,0.089706115,0.69007385,-0.2640459
chadlets,ours,-0.11129817,-0.08061802,0.46916646,-0.1235858,0.13515526,-0.13455188,-0.06628196
spermjacked,ours,0.27379897,0.123166494,0.008804734,-0.003065809,0.10417515,0.06291823,0.06788729
ascend,prior,0.09599802,0.2127145,2.218624,0.030033285,-0.04074839,-0.34229478,-0.056507498
skullcel,prior,-0.04825981,-0.029809803,0.39808783,0.009354059,-0.014746385,-0.048635755,-0.002877011
thrust,prior,0.07486808,0.1787775,0.20172343,-0.0032625485,-0.030493807,0.26646727,0.110120445
grab,prior,0.43127567,0.8733906,-0.094913945,-0.18030483,-0.45903936,-0.054929677,1.2308834
wymen,ours,0.522365,-0.051065717,0.1166839,-0.09248327,-0.029462464,0.12673962,-0.16061562
mstow,ours,0.042242445,-0.07386332,0.5793132,-0.10872586,-0.052103262,-0.16405939,-0.15851952
soycucks,ours,0.13370377,0.067565575,0.45311847,0.04217924,0.017890705,0.010399137,0.07128139
rpers,ours,0.04408909,0.48021403,0.17562588,0.094698735,0.38301578,0.17124611,0.39139843
whitey,prior,0.34782875,-0.043698706,0.53939635,0.02590593,0.28544804,0.18421033,0.009627776
gigachads,prior,-0.0930763,-0.12625554,1.2338793,-0.17961517,0.1609018,-0.16858773,-0.1562545
askmrp,ours,0.022707097,0.8094516,-0.09091789,-0.027708428,0.5458547,0.05675756,0.13932765
truecel,prior,-0.15146734,-0.03892304,2.0714233,-0.08359017,0.10568795,-0.27952135,-0.22445783
cutting,prior,0.21808742,0.5598509,0.48280814,1.3880496,-0.045995474,0.5097284,0.25396928
betabuxxers,ours,0.03284762,0.008403309,0.5720308,0.046651796,0.04628595,-0.00563204,0.042276807
gook,prior,0.09867714,0.14605923,0.29948023,0.14548652,0.105114274,0.077950396,0.15041196
monkeybranching,prior,0.2349401,0.24423508,0.043554954,0.017362855,0.017901095,0.16734491,0.1721674
fakecels,ours,-0.17759892,-0.31584468,1.5229887,-0.22113088,-0.013169239,-0.32071954,-0.28816652
brad,prior,0.5734867,0.9379476,0.82653683,-0.4476332,0.1358953,-0.21915859,0.84405524
gonial,ours,-0.004876518,0.026459942,0.50924844,0.016341846,0.0192785,-0.016789213,-0.025573358
lookmaxxing,ours,-0.03167493,0.022434954,0.38553783,0.029732574,0.10130996,-0.0054521826,0.032475557
wageslave,ours,-0.08622455,-0.13809828,0.90901834,-0.1622957,-0.013126774,-0.32714695,-0.2670518
bp,prior,1.200691,2.5332174,0.3763635,0.09784575,1.261111,0.21229108,1.341938
bluepillers,prior,0.12877329,0.05134033,0.51586115,-0.2499315,-0.072569326,-0.19266464,-0.11905792
eyecel,ours,0.005084108,0.049466636,0.36624983,0.06579197,0.04331596,0.013566463,0.06443151
skank,prior,0.69079787,0.15595527,0.072827205,-0.3904692,-0.08374547,-0.18907824,-0.2329976
wahmens,ours,0.37032408,-0.03268756,0.27848727,-0.009437328,0.17674191,0.100928545,-0.042070296
redpilled,ours,1.289133,1.5483025,0.71408474,-0.1500797,1.1077566,0.14712635,0.28908634
chavs,prior,0.072372615,0.089587405,0.2443423,0.08676595,0.1166402,0.08111345,0.111609325
lookmax,ours,-0.04796536,0.048140004,0.3204441,0.018227099,0.0847733,-0.034643512,0.0063545783
gamergate,ours,0.2606356,0.038462278,0.0002857733,-0.21619646,0.54746354,0.6624927,-0.26193857
gynocracy,ours,0.66008663,-0.14406656,-0.05372446,-0.22588465,0.047870494,-0.051493533,-0.2914298
modricel,ours,0.11848729,0.15504363,1.4567231,0.15415405,0.13629828,0.12529461,0.15955536
fakeup,ours,0.9158967,-0.24686745,0.7535805,-0.26295915,-0.1463823,0.08981205,-0.32804736
gaymaxx,ours,0.09140312,0.12950608,0.3891693,0.128887,0.09744102,0.09519247,0.13550298
mogs,prior,-0.16434415,-0.28044704,2.400573,-0.46527302,0.07309082,-0.601236,-0.37497136
nazicel,ours,-0.04429779,-0.054544825,0.45928898,0.02972583,0.14911845,-0.004611425,0.07715095
twerp,prior,0.10600208,0.19833249,0.1926678,0.056053024,0.82975096,0.15992808,0.04642816
betabucks,prior,0.17910668,0.07298313,0.4577586,-0.18767962,0.09332654,-0.07511674,0.022264186
pussys,prior,0.40639916,0.63213134,0.47077715,0.10843884,0.438113,0.11621611,0.49917728
fuel,prior,0.8031084,0.7182577,1.3524878,0.68712777,0.6136658,0.32207853,0.3299542
subjugate,prior,0.040443715,0.009881828,-0.03986519,-0.15036663,0.61842954,0.5086716,-0.12367943
smear,prior,0.22520913,0.06851089,-0.008143064,-0.30523735,0.3589107,0.51117647,-0.31486368
betabuxers,ours,-0.039911855,-0.005247807,0.30697623,0.0038175064,0.063804775,-0.042688943,-0.006160735
neckpill,ours,0.16984683,0.280748,0.7940193,0.23553255,0.50007105,0.113228984,0.1756936
heightcels,ours,-0.18444611,-0.18298557,0.6597345,-0.14579163,-0.012425801,-0.068126395,-0.24302408
maxxed,ours,-0.095442794,-0.118935466,0.8152054,-0.08720551,-0.13968085,-0.17493525,0.00783613
whiteknighting,ours,0.16578887,-0.0036848271,0.5967056,-0.31970522,0.31834316,-0.005624415,-0.278685
incelibacy,prior,0.03463668,0.067198366,0.41562998,0.020618174,0.25118756,0.028360078,0.01805288
suifuel,prior,0.102852166,-0.0033873925,2.7597973,0.10410897,0.27907768,-0.17245162,0.034403734
friendless,prior,-0.084870115,-0.17281364,1.0539794,0.8642924,0.113003604,-0.15292285,0.19066927
awalt,prior,2.7424328,2.6871674,0.91587883,-0.72154105,1.7830563,1.0451046,1.3248925
changlite,ours,-0.04151403,0.025426708,0.42932042,0.004020975,0.04290247,-0.018559758,0.032417804
incelistan,ours,-0.12961529,-0.17066063,0.88205034,-0.19377398,-0.16877475,-0.24002755,-0.2339834
dicklet,ours,-0.08642898,-0.15623443,0.698858,-0.20262747,-0.10863006,-0.20809262,-0.25663105
landwhale,prior,0.86403185,-0.107016556,1.463271,-0.537097,-0.0010977983,-0.37552693,-0.65853393
manlet,prior,0.2007692,0.39837638,2.3500438,-0.06969134,0.3365501,-0.25121292,-0.111769386
snowflake,prior,0.57516634,0.66528195,0.39770368,-0.013081567,0.90383244,0.74914265,-0.1743665
normalfag,prior,-0.09132806,-0.08836833,0.65233105,-0.07167391,0.04381214,-0.14358027,-0.09609288
blackpill,prior,0.6835453,0.49377403,2.935077,0.075098716,1.5192095,0.23656039,0.23601562
mocks,prior,0.043630607,0.038269654,0.38091457,0.07463676,0.30630568,0.08456496,-0.037027247
fanny,prior,0.3557735,0.29254976,0.27863863,0.03731504,0.268005,0.20281166,0.2628057
jewcels,ours,0.011944916,-0.0021348824,0.6955088,-0.016065123,0.29905683,0.03628648,-0.048047043
sarms,prior,0.041259408,0.3876704,0.1316943,0.06476567,0.11674694,0.04188148,0.16929844
ethniccel,ours,-0.044501923,-0.024043608,0.8232089,-0.010097437,-0.044484608,-0.064177416,0.0030680571
puas,ours,0.14575265,0.42484593,-0.027346252,-0.51571214,0.96209705,-0.14801475,0.69563967
fap,prior,0.7002004,1.2291708,0.8636018,0.15352605,0.33533144,-0.20095783,0.67382205
overwhelm,prior,-0.12306721,0.31549126,-0.079663806,0.47230023,-0.21951473,-0.21572481,0.047294527
cumskin,ours,-0.0017957625,0.02949945,0.6887364,0.020239845,0.048114754,-0.010697637,0.03666215
scumbag,prior,0.49113703,0.05831468,0.43789008,0.018290956,0.29234758,0.51314545,0.03845348
bluepills,ours,0.19973588,0.06720798,0.32277298,-0.0799096,0.17825484,-0.0966166,-0.0330408
tard,prior,0.314751,0.09988195,0.65031207,-0.0055953297,0.15848994,0.16624224,-0.22427091
feeeemales,ours,0.05424349,0.22327116,0.1302128,0.04157602,1.057822,0.17373353,0.17509045
norwooding,prior,-0.083852015,-0.004197791,0.6213668,-0.09371925,-0.11348856,-0.1507624,-0.000119276345
fuckface,prior,0.29837465,0.19193082,0.3852943,0.10462859,0.49940053,0.19231611,0.118326865
knife,prior,0.29391587,0.25947902,0.054278634,0.453033,0.13286695,0.311717,-0.28077167
iqcels,ours,-0.11277067,-0.06433187,0.4904135,-0.08994335,0.11879801,-0.15041354,0.03584613
nightgame,ours,-0.33389756,0.32338837,-0.16812436,-0.20627579,-0.27376282,-0.2284695,1.5360389
killing,prior,1.1176665,0.86763203,1.0941918,1.8647033,0.97012573,1.2653606,0.714614
nmmng,ours,0.16392466,1.1458759,0.06338358,0.11853824,0.64357543,0.06226395,0.51201415
cucks,ours,2.0694346,1.0513543,1.7798582,-0.8980976,1.3464253,0.6143849,-0.2592568
norwood,prior,-0.11505494,-0.12641549,1.2469102,-0.14058945,-0.30038065,-0.2550784,-0.13091384
gymmaxxing,ours,0.009189739,0.026055848,0.7981383,0.012642831,0.028030438,-0.06024496,0.059737366
motherfucker,prior,0.45530534,1.0057269,0.62683475,-0.05692177,0.29058087,0.07006895,0.50270784
negging,prior,-0.009148326,1.0260243,0.2640009,-0.12692393,0.8149745,0.02307316,1.455161
moid,ours,-0.15276082,-0.11444572,0.36928433,-0.087611794,0.043855704,-0.19132435,-0.08709578
amogging,ours,0.081280105,0.23676893,0.06824827,0.08765856,0.11564587,0.042724583,0.18449655
kill,prior,1.0873425,0.9098508,1.1488478,1.7372642,1.1442213,1.1947904,1.0330781
brothercel,ours,-0.040553313,-0.045895718,0.39995667,0.06925526,-0.0033227867,-0.114589445,-0.092544876
trannymaxxing,ours,0.10537399,0.14661676,0.53797656,0.14314333,0.10042013,0.10935187,0.145246
tallcel,ours,-0.12578873,-0.07302989,1.0929675,-0.009400712,-0.026270004,-0.1727676,-0.0066082636
fuckable,prior,0.235187,0.4838847,0.40859994,-0.3685353,0.24955057,-0.098853454,0.2421049
trufemcels,ours,-0.0067881607,0.023073152,1.2510191,0.0367747,0.3861522,0.017625147,0.07284975
marriedredpill,prior,0.06594757,0.5711968,0.07706072,0.11891905,0.55770606,0.105949365,0.13414167
betabuxxes,ours,-0.061920464,-0.03885152,0.18846987,-0.02976291,-0.0046569034,-0.0726573,-0.018115956
cho,prior,0.112786695,0.08958646,0.51221704,0.119579196,0.1827032,0.055226177,0.07390513
moids,ours,-0.083099745,-0.03367347,0.533082,-0.026944675,0.20216326,-0.0782915,-0.02623453
escortcels,ours,-0.08620172,-0.08953514,0.46703094,0.023140455,-0.031578835,-0.16055122,-0.036171433
soyboy,prior,0.88181365,0.49201393,1.3783325,-0.7871236,0.877332,-0.065005764,-0.6166595
mewing,prior,-0.06499541,0.49870145,1.1171211,0.029168846,-0.17109194,-0.08000971,0.102621004
afbb,prior,0.32133377,0.41451523,0.53431714,-0.047688916,0.2981937,0.0880072,0.1868418
basedshaman,ours,0.1124966,0.15526322,0.6176696,0.15793614,0.19199465,0.12406512,0.1655572
rednecks,prior,0.14269088,0.058204815,0.14973728,-0.07514788,0.12564105,0.1473513,-0.043308884
nawalt,prior,1.4714006,0.5264001,0.56631047,-0.4939479,0.5774089,0.16346104,-0.3551993
tfl,prior,0.25844806,0.07397558,0.067508794,0.045850966,0.096377335,-0.009394807,-0.050129384
roids,prior,0.059148647,0.71617985,0.77480084,-0.32506913,-0.27320027,-0.29659513,0.38324317
roasties,prior,0.7468152,0.11221856,2.412484,-0.17005064,0.740024,-0.04705797,-0.20340046
gangbang,prior,0.48215845,0.4192434,0.52150595,-0.04504021,0.44866621,-0.19646034,0.11501098
rsdtyler,ours,-0.01864117,0.38861638,0.03580775,-0.013025223,0.09676045,-0.061000425,1.0530959
redneck,prior,0.082007006,-0.11131473,0.028618503,-0.29387212,-0.029270595,0.015314559,-0.08955324
gynocentricism,ours,0.49790615,-0.03692189,-0.05866561,-0.06695363,0.13679159,0.09195763,-0.124075264
neetcels,ours,-0.11223857,-0.06854807,0.6810202,-0.023606127,-0.112294875,-0.15050884,-0.052507944
purplepill,prior,0.051425375,0.19489093,0.11364998,-0.002863761,0.4752152,-0.03312944,0.23188555
scum,prior,0.277203,-0.65402305,0.6028376,-0.39713427,0.09624073,0.49886352,-0.81023806
insel,prior,-0.019565016,0.027436616,0.6450997,0.045905553,0.053077795,0.007580956,0.050133675
currycel,prior,-0.123010576,-0.26467255,1.723002,-0.26070958,-0.17206661,-0.28981304,-0.32447863
betabuxx,prior,-0.15653539,-0.22137424,1.6793408,-0.24612774,-0.16584186,-0.323737,-0.26945207
neet,prior,-0.01865536,-0.3217955,1.2630355,0.30294082,0.0064014476,-0.40149215,-0.31603277
rat,prior,0.5096715,0.39470863,0.09544841,-0.18863407,-0.04423115,-0.19826292,-0.02527433
er,prior,0.0037409104,-0.38084587,0.8190762,0.63897204,-0.08331134,-0.11477594,-0.44242936
betabuxxed,ours,-0.14500654,-0.18574093,0.28353712,-0.16790885,0.08180902,-0.21650796,-0.1799607
mgtow,prior,2.2949386,1.4133863,1.1345176,-0.1479364,1.956823,1.7932107,0.74074244
kick,prior,0.55139744,0.9604636,0.07009472,0.48743474,0.1837032,0.19013244,0.573031
rating,prior,0.42339522,0.46052662,1.0061911,0.0032666926,0.44813964,0.27022222,0.79740334
fwhr,prior,-0.08337553,0.06353093,0.49211818,-0.013662604,0.09789833,-0.036545612,-0.016604302
buxxing,ours,-0.11671526,-0.051506974,0.4282067,-0.13655384,0.03470736,-0.19165842,-0.185382
asiancel,ours,-0.026286408,-0.008041428,0.36790392,-0.03143315,0.0030294084,-0.077828154,0.021336768
curry,prior,-0.067453094,0.046959892,1.6801842,-0.31522042,0.0020215707,-0.23849025,-0.2517261
cuckhold,ours,0.023054268,-0.014829405,0.19178681,-0.07692546,-0.03731263,-0.027270172,-0.11332248
hoodrats,prior,0.14937566,0.2447644,0.08469993,0.04937759,0.19824982,0.052210867,0.3655705
gaylubeoil,ours,0.11788499,0.689183,0.14292793,0.03618765,0.55403507,0.024266671,0.08759639
looksmaxing,ours,0.054010257,0.20870286,1.032018,0.063586086,0.02389542,-0.124817125,0.12318964
murder,prior,0.8702782,0.087036565,0.4570848,0.06996653,0.8544848,1.4962654,-0.13014448
betabux,prior,0.6791308,0.26697034,1.6635593,-0.66918725,0.5396109,-0.52945775,-0.44451025
np,prior,-0.10933633,0.025664724,0.051346637,-0.04935817,0.09644101,-0.04702513,-0.06499021
bluepilled,ours,0.69134367,0.6698343,1.8778389,-0.3503879,0.40079033,-0.4147997,-0.1646533
gash,prior,0.15350638,0.008268269,-0.07817402,-0.22321409,0.10088906,-0.0754066,-0.08073178
looksmaxed,ours,-0.07165865,-0.017266497,0.93550646,-0.15440294,-0.0729589,-0.16832589,-0.11538813
smv,prior,1.6248114,3.3144634,1.4481666,-0.12297342,1.3899021,0.45605776,2.5277865
relationshit,ours,0.6068646,0.103527546,-0.07929417,-0.21266559,-0.045624018,-0.11113403,-0.14798698
blackpilling,ours,-0.06352963,0.046289302,1.1768346,0.020940397,0.085528456,-0.08669695,0.112068534
volcels,ours,-0.12779437,-0.19525276,1.8193634,-0.32101774,0.025203325,-0.29898283,-0.33774137
catcels,ours,0.02858163,0.068967335,0.63468814,0.067008995,0.02345974,0.014141534,0.065261915
retard,prior,0.7742112,0.72552633,1.7000995,-0.38082054,0.8446137,0.26290923,0.24437624
gyow,ours,2.694827,0.5322158,-0.15259266,-0.43924984,0.27794525,0.32530558,-0.39879876
escortcelling,ours,-0.03682354,-0.053301733,0.5734997,-0.019606888,0.046844017,-0.0814472,-0.029038396
douchebag,prior,0.0859666,0.5450261,0.37988174,-0.25155774,0.8477324,0.06701718,0.43116003
agepill,ours,-0.036498,0.041675743,0.25435063,-0.103950076,-0.045481354,-0.12810732,-0.13883053
gaymaxxing,ours,0.01870831,0.05680517,0.37958878,0.06304087,0.038615767,0.022487136,0.0831027
dyke,prior,0.40259716,-0.11650854,0.11375815,-0.36403263,0.045013137,-0.16851702,-0.2872329
gl,prior,0.1834974,0.5419174,0.7217828,0.22676136,-0.1325367,-0.1710966,0.5439524
amogs,ours,0.037610006,0.36254787,0.18822971,0.09418971,0.30832297,0.024393015,0.6701662
shittest,ours,-0.021119073,0.81701326,-0.03846014,-0.1752357,0.060201477,-0.21902299,0.57390785
weebcels,ours,0.04354582,0.005657199,0.5763193,0.08968828,0.050100714,0.00093159854,0.034199618
puahate,ours,-0.08788694,-0.046805166,0.5854767,-0.04790938,0.109132074,-0.06850997,0.07078996
genocide,prior,0.36612356,0.010554762,0.57077914,-0.026598688,0.6514386,0.63138914,-0.120408155
mensrights,ours,0.29996705,0.032872096,0.062577635,-0.0067196824,0.9390067,1.6290547,-0.07742509
volcel,prior,-0.036684923,-0.36246917,2.779624,-0.47594,0.28652275,-0.61309165,-0.3790149
turbomanlet,ours,-0.08563703,0.034525387,0.5175704,0.020046093,0.054804675,-0.044411946,0.031043788
test,prior,1.443232,2.2079887,1.2373762,1.1824671,1.2527722,1.2711302,1.9431665
ewalt,prior,0.5250447,0.17729264,0.45906627,0.11647159,0.44738665,0.14922422,0.061740264
slags,prior,0.420219,0.18639211,0.105415925,-0.07496721,0.22687003,0.0094974,0.07733812
looksmatch,prior,-0.010012375,-0.12494528,2.509561,-0.1644977,0.49676278,-0.2802928,0.10069674
solipsism,prior,0.5437939,0.93728906,0.12096763,-0.18630873,0.8527605,0.15710314,0.06087023
fashionmaxx,ours,0.031846825,0.08778927,0.47212502,0.08018229,0.07390457,0.05755264,0.11030897
tradthot,ours,0.3783105,-0.12156531,0.05167176,-0.14742309,0.10024396,-0.06798889,-0.08264153
bird,prior,0.24985741,-0.034423567,0.23624255,-0.22461413,-0.04331072,0.1050985,-0.06244612
smartcel,ours,0.09972206,0.11620167,0.42812866,0.1303936,0.17687221,0.05501794,0.17022496
sloot,prior,0.254966,0.35410327,0.15831466,-0.10804628,0.23173858,-0.11920503,0.27527437
redpill,prior,1.632607,2.5398397,0.8000665,-0.6569823,1.9834344,0.24805585,1.2448758
hoe,prior,1.5101769,1.1866918,0.3840744,-0.41814387,0.101447314,-0.065617934,0.54796076
fuckboy,prior,-0.069539115,0.731086,0.32335708,-0.06823832,0.06892844,-0.30914643,1.0841632
fatass,prior,0.09938647,0.0022578724,0.52198064,-0.10003837,-0.09156266,-0.19252737,-0.28687897
harm,prior,0.39908844,0.4049521,0.4873606,1.7764494,0.5928144,1.373108,0.37019145
okc,prior,0.022478431,0.16890281,0.57962984,-0.085686766,0.493751,-0.22816627,0.5975658
gynocentrism,ours,1.159443,0.093625166,-0.02157024,-0.29657465,0.3365531,0.7475088,-0.31477234
niceguy,prior,-0.13413398,0.27207175,0.38229573,-0.2794992,0.3086787,-0.116810195,0.41760653
moron,prior,0.411728,0.15148786,0.4650238,-0.42302135,0.7746706,0.5296738,-0.34073067
attacked,prior,0.3474553,-0.23933409,0.42268708,-0.034285877,0.6422796,1.0428039,-0.441096
wymin,ours,0.29992485,-0.0155269345,0.19080691,-0.14854205,-0.053198293,0.20531334,-0.07964111
cunt,prior,1.6083983,0.78084165,1.1645712,-0.074082,1.0289625,1.1073819,0.05102216
hillbilly,prior,0.18289335,-0.0047034156,0.11265842,0.03370526,0.15175353,-0.03280477,-0.029573727
amoging,prior,0.2608948,0.6575474,0.21959963,0.105530985,0.33746895,0.077721775,0.40773988
chadfish,ours,-0.1149112,-0.105297424,1.2217674,-0.10073153,-0.0829005,-0.07168891,-0.031920776
wasps,prior,0.1109885,0.065641776,0.13071318,0.052555062,0.18447544,0.13884906,0.043627214
facemogs,ours,0.0020426805,0.059843056,0.32445067,0.06314491,0.036247667,0.025497993,0.066349044
currywhores,ours,-0.023681238,0.07555187,0.4824115,0.017612256,0.014023283,0.012848625,0.07088486
kek,prior,0.5332645,-0.00015814789,1.6942515,-0.3385667,0.35910413,-0.10643424,-0.42578155
richcel,ours,-0.110961415,-0.10712025,0.65504664,-0.070752054,-0.06737897,-0.08668181,-0.10670532
ldared,ours,-0.08526787,0.0033605727,0.32247382,-0.00018021869,-0.050219595,-0.10149441,-0.066785514
beaver,prior,0.1740556,0.19552875,0.15700325,0.06870129,0.261948,0.06313495,0.06526605
mensright,ours,0.091129,0.063537784,0.028458882,0.046639144,0.28066608,0.28089064,0.055153217
tortured,prior,0.41104642,-0.40179506,0.28188974,0.24039114,0.018507764,0.25152576,-0.44351882
rice,prior,0.22908442,0.18437146,0.30231357,0.009181088,0.099277906,0.04156694,-0.05303235
avfm,ours,0.0194334,0.04058206,0.010387268,0.011309584,0.37855995,0.45035973,0.0068216473
fuckers,prior,0.75414795,0.20325172,0.48997912,-0.16066952,0.27860305,0.10409282,-0.05750958
hh,prior,0.23473756,0.31062183,0.27174202,0.18582761,0.4079308,0.074473985,0.31333172
beckies,prior,-0.05200808,-0.024107754,0.69688284,-0.07346074,0.14009055,-0.109436594,0.16844057
wagecuck,prior,-0.009683247,-0.06815705,0.8802949,-0.099617,-0.10653048,-0.23153184,-0.1488935
cockblock,prior,-0.22145946,0.5951802,-0.028059203,-0.18643048,-0.14976127,-0.13900293,0.82181114
iqcel,ours,-0.11506051,-0.114387214,1.1250082,-0.1371458,-0.07824534,-0.18919374,-0.21312687
locationcel,ours,-0.029375339,0.008678601,0.5966908,0.026213635,0.008226112,-0.014849233,0.021141594
mentalceldom,ours,0.07049744,0.10679453,0.22659925,0.10961939,0.067295484,0.070562325,0.10940014
gamma,prior,0.096095055,0.18897547,0.16200326,0.11621365,0.06326478,0.043496277,0.12350178
noodlewhores,prior,0.090189725,0.117541336,0.6274081,0.11976471,0.080280684,0.08804834,0.11958426
rpw,prior,0.5709665,1.3301861,0.36707622,0.08631661,1.5581346,0.4244158,0.47766176
slutting,prior,0.15995297,0.29465428,0.1379614,-0.23201737,-0.093229234,-0.12639357,0.0783972
murdered,prior,0.6316625,-0.16564244,0.39907205,-0.13192642,0.7880131,1.1202524,-0.66303027
dhv,ours,-0.22346467,0.72958237,-0.14603668,-0.18394823,-0.0877015,-0.17634703,1.3678983
chad,prior,1.726059,1.5789585,2.0816288,-0.1442428,1.7289108,0.89286184,1.3699462
moggs,ours,-0.12683661,-0.07322345,0.37713215,-0.10793657,-0.005695526,-0.16576977,-0.015011401
birdcels,ours,0.12936513,0.16334163,0.3957111,0.15829676,0.037748773,0.069174774,0.1826182
shortcel,prior,-0.24369286,-0.17989948,0.811125,-0.25572747,-0.24823633,-0.23859547,-0.20762298
gymceling,ours,-0.18599623,-0.17830294,1.0173897,-0.18826604,-0.23304321,-0.34289762,-0.22317836
jbb,ours,0.107473515,0.15729599,0.54486954,0.13111727,0.18798967,0.10844997,0.18429552
facecel,ours,-0.018689578,-0.13664998,0.4566452,-0.09850395,0.031235933,-0.17551982,-0.0678704
jewcel,ours,0.03252347,0.009255924,0.40736237,0.052209407,0.30045423,0.0031790258,-0.049424805
subhuman,prior,0.21700704,-0.21147117,2.3835962,0.17069724,0.66445404,0.04097528,-0.07979804
cunts,prior,1.5872664,0.49053374,1.0262152,0.07940914,1.1068895,1.0886047,-0.18564714
surgerymax,ours,-0.17403854,-0.1684571,0.69728124,-0.15662819,-0.22674054,-0.19117673,-0.18001658
vanquish,prior,0.17133377,0.12691873,0.08743136,0.08976646,0.05020803,0.14440359,0.13837637
unfuckable,prior,0.23831207,0.01631762,0.50645405,-0.21749736,0.4061991,-0.105385125,0.045810714
gaycel,ours,-0.08478057,-0.11285897,1.0225704,-0.085758254,-0.13142146,-0.11381313,-0.14146627
turd,prior,0.5262108,0.20810303,0.09835217,-0.30435243,0.44451812,-0.12069982,-0.095665455
roastie,prior,0.7643267,0.1456691,2.3917496,-0.32574168,0.87500477,-0.04992578,-0.21090636
shoot,prior,0.505988,0.5193965,0.39774692,0.56062067,0.088237494,0.12208319,0.5565499
maxxing,ours,-0.14951569,-0.09121978,0.95689124,-0.13868563,-0.17880195,-0.2300858,-0.054052256
colttaine,ours,0.38542834,-0.10124351,-0.038771365,-0.19983795,-0.05661883,0.040149935,-0.079856
khv,ours,0.17411432,0.12288408,0.98008186,0.4231967,0.2124757,0.031828195,0.309362
dumbcel,ours,0.055107627,0.08755921,0.48722294,0.0709629,0.084405,-0.014929512,-0.031052666
tren,prior,0.060367994,0.7779149,0.108564116,-0.047317617,0.043872505,-0.10514399,0.10781354
rope,prior,0.18341178,0.10450684,1.7190205,0.55439013,-0.094469875,-0.40067255,-0.2922893
hicks,prior,0.18517928,0.12653816,0.21119384,0.12675299,0.16869535,0.07054715,0.2132152
hugless,prior,-0.20293729,-0.124151364,0.87110144,0.08378761,-0.02937929,-0.20070294,0.23412818
tradcuckery,ours,0.21912567,0.060316138,0.030307345,0.0513764,0.090890504,0.024962457,0.05086138
wgtow,ours,0.5725427,0.047243245,0.25362274,0.012465649,0.55003226,0.24595772,-0.07919988
gigatyrone,ours,-0.036298808,0.010210401,0.29558966,0.008903927,-0.042774633,-0.026075741,0.047820374
dogcels,ours,0.07261309,0.043107748,0.4585478,0.089147426,0.1961082,0.052166827,0.042390354
bdd,prior,-0.25257552,-0.18863446,0.6064192,0.37815738,-0.06907341,-0.21494836,-0.18311866
hapas,ours,-0.20175698,-0.04375081,0.6233181,-0.2314649,-0.07438421,-0.29567552,-0.26280755
turbo,prior,0.4148861,0.24439976,0.7841087,0.012516759,0.12728289,-0.03958172,0.08282963
realcels,ours,-0.005221308,0.031081302,0.49664718,0.0618871,0.15249057,0.008590106,0.058322147
wagecucking,ours,0.10300324,-0.04615897,0.8979269,0.028489422,0.042163737,-0.115108356,-0.0833713
wahman,ours,0.4244489,0.27543992,0.2300362,0.15300825,0.21343242,0.19806212,0.16948451
personalitycels,ours,-0.05397183,-0.011133179,0.8095226,0.0050548506,0.035954814,-0.08146067,-0.016799599
pedocel,ours,0.025753703,0.059512716,0.42347085,0.08478474,0.049558207,0.032813065,0.0600702
gftow,ours,0.30043128,0.7567397,0.20666996,0.1887034,0.1694973,0.10832532,0.45677754
shotgun,prior,0.3466147,0.27022907,0.337314,0.4960027,0.33861452,0.06970312,0.16072778
whiteknight,prior,0.13154903,-0.05539671,0.38770777,-0.4029572,0.19952504,-0.103610985,-0.10925045
careermaxxing,ours,0.0075779078,-0.038706467,0.57919985,-0.005506257,0.04979503,-0.05288988,0.0004433468
hetoo,ours,0.16715162,0.12368956,0.27371776,0.12999205,0.11819825,0.6472439,0.27382854
eurocels,ours,0.039567705,0.07800103,0.39521137,0.07281898,0.10150754,0.034078892,0.07896297
divorcerape,ours,0.08308892,0.09441757,-0.0022638831,0.019803287,-0.09028353,-0.015434783,0.0132656
tallcels,ours,-0.09465275,-0.034134436,0.9128135,-0.00081543927,-0.13601032,-0.17755547,-0.018490145
betabuxing,ours,-0.18652707,-0.22556433,0.67695457,-0.2700399,-0.16458446,-0.35918346,-0.18721193
prevail,prior,0.38807362,0.1241608,0.1049607,-0.021265667,-0.06751091,0.3524883,0.07614038
slayer,prior,0.3146733,0.09395115,1.3002781,-0.37655374,0.11280078,-0.36304748,-0.0051432997
onitis,ours,0.033922277,0.5155772,0.008193167,-0.032877676,0.10476303,0.0017643981,0.47791678
